record_id,timestamp,equipment_id,plant_zone,process_type,material_batch_id,ambient_temperature_c,ambient_humidity_pct,dsc_heat_flow_mw,sample_temperature_c,reference_temperature_c,thermal_gradient_c,heating_rate_c_min,cooling_rate_c_min,infrared_mean_temp_c,infrared_max_temp_c,thermal_hotspot_area_pct,phase_transition_onset_c,phase_transition_peak_c,transition_enthalpy_j_g,heat_dissipation_rate_w,sensor_voltage_v,sensor_current_ma,vibration_level_mm_s,mqtt_latency_ms,packet_loss_pct,edge_cpu_usage_pct,rolling_noise_index,anomaly_score,remaining_useful_life_h,fault_type,fault_state,maintenance_required
965,2025-01-04 08:20:00,CAL-016,Thermal-Manufacturing,energy_storage_testing,BATCH-4212,29.99,48.48,171.28,94.95,87.07,7.88,13.21,2.36,102.55,118.13,24.96,60.58,81.11,155.04,45.78,3.192,63.28,3.861,73.67,3.65,57.91,0.343,0.499,300.1,reduced_heat_dissipation,Warning,1
966,2025-01-04 08:25:00,CAL-016,Reactor-Line-B,material_characterization,BATCH-8577,29.38,48.66,101.01,89.6,88.29,1.31,9.22,4.71,94.22,113.47,4.6,74.21,82.13,98.81,58.83,3.288,60.46,0.885,33.14,0,38.92,0.156,0.16,903.4,none,Normal,0
967,2025-01-04 08:30:00,CAL-023,Reactor-Line-B,material_characterization,BATCH-3167,29.89,57.84,110.53,89.65,83.96,5.69,10.01,4.65,97.34,115.57,12.45,85.24,101.28,92.74,64.34,3.287,55.3,2.604,50.86,1.33,39.26,0.232,0.329,769.7,none,Normal,0
968,2025-01-04 08:35:00,CAL-019,Polymer-Unit,energy_storage_testing,BATCH-5225,29.36,57.54,177.96,108.69,102.16,6.53,14.54,2.8,114.93,140.7,43.86,57.48,74.72,170.39,59.51,3.248,83.01,2.944,93.09,2.99,60.14,0.366,0.583,327.5,incipient_overheating,Warning,1
969,2025-01-04 08:40:00,CAL-009,Thermal-Manufacturing,material_characterization,BATCH-9670,29.82,48.53,80.39,96.12,94.32,1.8,12.05,4.82,101.73,108.94,16.41,79.03,94.29,123.26,63.67,3.284,51.86,1.547,56.22,1.76,41.13,0.149,0.248,894.1,none,Normal,0
970,2025-01-04 08:45:00,CAL-023,Reactor-Line-B,chemical_processing,BATCH-3548,28.38,59.0,86.25,130.55,129.35,1.2,10.27,7.82,132.32,141.75,9.57,99.85,115.03,83.86,70.84,3.331,55.1,1.193,44.36,1.8,36.95,0.201,0.085,872.7,none,Normal,0
971,2025-01-04 08:50:00,CAL-021,Polymer-Unit,polymer_curing,BATCH-2666,27.97,62.7,103.43,142.48,140.02,2.46,13.89,6.0,145.6,169.08,10.88,123.48,141.21,58.98,59.95,3.274,68.67,1.173,44.23,2.18,42.85,0.314,0.336,782.0,none,Normal,0
972,2025-01-04 08:55:00,CAL-008,Reactor-Line-B,chemical_processing,BATCH-7980,28.75,44.47,108.53,127.29,124.81,2.48,8.4,6.8,127.08,136.16,7.53,98.25,116.35,73.51,70.25,3.312,43.74,1.495,55.14,2.69,52.1,0.176,0.193,745.6,none,Normal,0
973,2025-01-04 09:00:00,CAL-013,Reactor-Line-B,polymer_curing,BATCH-3757,26.82,42.49,98.04,141.61,140.4,1.21,10.53,7.44,146.39,158.42,9.04,120.13,129.42,100.82,66.92,3.299,53.58,1.306,35.26,0.12,39.38,0.024,0.148,931.4,none,Normal,0
974,2025-01-04 09:05:00,CAL-021,Reactor-Line-B,material_characterization,BATCH-8396,26.29,61.24,89.47,100.38,94.81,5.57,7.04,6.11,100.91,109.3,0,83.11,92.32,81.99,77.85,3.315,36.85,0.555,43.44,1.4,45.78,0.019,0.066,1092.5,none,Normal,0
975,2025-01-04 09:10:00,CAL-002,Thermal-Manufacturing,thermal_manufacturing,BATCH-3394,27.1,61.79,117.61,187.48,184.13,3.35,7.68,6.08,191.16,207.14,0.73,160.3,172.62,89.54,78.67,3.277,30.31,0.884,33.23,0.52,47.89,0.094,0.145,828.2,none,Normal,0
976,2025-01-04 09:15:00,CAL-018,Battery-Lab,energy_storage_testing,BATCH-9925,25.02,62.97,138.41,91.63,87.06,4.57,7.08,6.15,93.79,105.99,20.45,62.55,76.28,117.89,61.83,3.27,66.48,1.418,60.26,2.33,47.43,0.255,0.279,788.2,none,Normal,0
977,2025-01-04 09:20:00,CAL-014,Reactor-Line-B,energy_storage_testing,BATCH-1780,28.51,50.9,101.73,80.78,77.71,3.07,7.05,7.79,83.9,91.89,1.34,60.83,71.35,94.49,76.64,3.301,42.42,1.898,44.71,3.15,61.96,0.213,0.194,944.9,none,Normal,0
978,2025-01-04 09:25:00,CAL-008,Reactor-Line-A,polymer_curing,BATCH-7984,25.36,40.19,118.95,153.58,149.07,4.51,12.25,5.26,158.51,173.92,17.48,123.67,135.62,119.07,76.16,3.276,52.07,2.562,54.41,2.46,45.2,0.262,0.29,746.3,none,Normal,0
979,2025-01-04 09:30:00,CAL-019,Polymer-Unit,energy_storage_testing,BATCH-9449,28.75,54.58,73.33,76.18,73.86,2.32,6.31,3.81,72.99,74.93,8.41,57.45,68.4,94.09,58.43,3.264,53.15,0.747,35.68,1.23,33.58,0.164,0.113,744.4,none,Normal,0
980,2025-01-04 09:35:00,CAL-021,Polymer-Unit,material_characterization,BATCH-4850,25.44,62.26,80.42,102.75,100.76,1.99,5.3,7.09,105.29,107.65,5.39,76.96,91.1,88.89,66.37,3.307,44.87,1.414,37.88,1.4,35.42,0.139,0.086,884.7,none,Normal,0
981,2025-01-04 09:40:00,CAL-008,Reactor-Line-A,polymer_curing,BATCH-5527,27.14,56.16,65.38,152.59,151.32,1.27,7.38,7.67,154.86,153.61,4.66,117.14,131.44,84.67,65.51,3.315,43.03,0.922,38.02,1.58,40.3,0.065,0.041,963.3,none,Normal,0
982,2025-01-04 09:45:00,CAL-006,Reactor-Line-A,material_characterization,BATCH-6777,24.59,40.88,102.58,104.56,101.23,3.33,8.0,4.01,112.97,124.9,10.44,82.44,96.22,63.71,76.52,3.281,50.04,1.942,45.55,1.03,38.91,0.184,0.28,833.7,none,Normal,0
983,2025-01-04 09:50:00,CAL-017,Materials-QC,polymer_curing,BATCH-1638,25.13,35.42,140.87,162.34,155.88,6.46,14.2,4.15,165.5,195.12,19.25,123.66,143.03,108.13,53.94,3.226,57.94,1.349,61.11,3.12,66.33,0.27,0.383,769.5,reduced_heat_dissipation,Warning,1
984,2025-01-04 09:55:00,CAL-024,Reactor-Line-B,thermal_manufacturing,BATCH-8850,25.79,44.63,86.76,186.26,184.81,1.45,9.18,3.02,195.36,205.11,16.21,167.12,178.49,102.25,53.86,3.271,58.23,1.201,53.47,0,40.78,0.157,0.156,810.0,none,Normal,0
985,2025-01-04 10:00:00,CAL-018,Battery-Lab,energy_storage_testing,BATCH-8658,26.15,34.03,96.81,78.95,76.63,2.32,11.12,3.69,75.96,94.33,0,56.0,66.8,78.23,79.12,3.328,42.62,1.187,36.8,3.25,57.68,0.035,0.204,968.8,none,Normal,0
986,2025-01-04 10:05:00,CAL-005,Polymer-Unit,material_characterization,BATCH-5666,25.21,65.64,152.89,87.45,81.63,5.82,14.9,4.11,92.82,126.53,27.33,78.53,93.52,98.52,46.12,3.224,59.14,2.332,73.37,1.74,49.09,0.229,0.432,577.6,sensor_drift,Warning,1
987,2025-01-04 10:10:00,CAL-017,Reactor-Line-B,polymer_curing,BATCH-6404,25.95,49.86,125.84,124.55,121.44,3.11,12.47,6.97,130.31,147.79,13.89,119.59,136.71,119.98,44.59,3.241,57.51,2.479,48.3,3.13,46.98,0.287,0.328,590.5,none,Normal,0
988,2025-01-04 10:15:00,CAL-013,Materials-QC,energy_storage_testing,BATCH-3434,27.78,45.2,123.91,84.61,81.23,3.38,8.01,4.69,90.94,112.67,11.85,57.48,72.55,104.6,68.75,3.279,57.83,0.776,50.69,2.59,50.45,0.262,0.245,629.8,none,Normal,0
989,2025-01-04 10:20:00,CAL-010,Materials-QC,polymer_curing,BATCH-3553,29.71,71.14,128.73,149.57,144.72,4.85,10.93,3.79,149.17,155.4,7.11,122.16,139.18,28.52,72.22,3.294,51.1,1.745,53.74,1.94,54.51,0.213,0.204,854.6,none,Normal,0
990,2025-01-04 10:25:00,CAL-009,Polymer-Unit,polymer_curing,BATCH-2821,27.24,62.48,127.49,150.32,145.31,5.01,10.16,3.44,158.23,179.2,31.87,125.01,142.59,117.59,72.05,3.217,54.03,2.015,61.92,2.63,49.32,0.259,0.371,617.6,minor_phase_transition_shift,Warning,1
991,2025-01-04 10:30:00,CAL-022,Reactor-Line-A,material_characterization,BATCH-7078,26.72,58.02,112.32,112.04,107.52,4.52,8.6,4.11,115.99,120.38,10.94,76.45,96.31,99.59,67.6,3.202,63.66,1.076,48.77,2.02,65.37,0.253,0.208,694.6,none,Normal,0
992,2025-01-04 10:35:00,CAL-013,Materials-QC,polymer_curing,BATCH-3328,25.78,61.49,220.91,193.56,184.95,8.61,15.06,4.18,203.52,241.07,40.52,126.11,143.82,85.83,55.01,3.225,84.91,3.755,97.09,6.27,66.02,0.404,0.72,228.5,severe_overheating,Critical,1
993,2025-01-04 10:40:00,CAL-014,Materials-QC,polymer_curing,BATCH-3680,28.12,54.81,194.45,177.78,168.19,9.59,19.0,3.81,185.33,209.24,29.15,123.73,148.44,153.43,41.78,3.216,76.87,4.489,97.74,3.94,78.21,0.445,0.614,264.7,severe_overheating,Critical,1
994,2025-01-04 10:45:00,CAL-015,Polymer-Unit,material_characterization,BATCH-3979,28.26,47.83,87.94,104.59,104.42,0.17,10.6,4.82,112.12,113.11,6.28,77.85,92.44,99.27,78.62,3.255,48.02,0.742,49.6,0.68,40.23,0.078,0.051,1035.7,none,Normal,0
995,2025-01-04 10:50:00,CAL-014,Battery-Lab,thermal_manufacturing,BATCH-6309,27.45,52.19,129.74,177.45,174.87,2.58,8.31,7.06,176.73,183.79,18.96,163.34,184.03,87.29,69.08,3.281,62.47,1.566,45.91,1.01,48.34,0.196,0.227,690.5,none,Normal,0
996,2025-01-04 10:55:00,CAL-014,Battery-Lab,polymer_curing,BATCH-8669,25.07,55.48,107.76,151.57,146.56,5.01,7.11,3.68,157.12,179.2,12.67,124.19,136.39,82.64,81.11,3.27,54.0,1.564,50.2,1.45,52.47,0.199,0.26,876.7,none,Normal,0
997,2025-01-04 11:00:00,CAL-003,Thermal-Manufacturing,thermal_manufacturing,BATCH-7950,26.81,41.13,87.01,190.38,187.7,2.68,4.85,4.96,194.8,195.08,10.14,164.94,174.71,103.06,76.96,3.294,52.28,1.464,61.18,1.24,56.24,0.019,0.215,841.0,none,Normal,0
998,2025-01-04 11:05:00,CAL-027,Polymer-Unit,chemical_processing,BATCH-2388,25.61,41.23,83.07,113.91,113.53,0.38,11.06,5.95,111.59,121.92,5.36,97.67,103.59,80.97,69.31,3.304,43.23,0.793,50.51,0.38,41.46,0.139,0.115,1147.6,none,Normal,0
999,2025-01-04 11:10:00,CAL-019,Battery-Lab,polymer_curing,BATCH-7214,28.98,46.03,94.34,138.92,137.89,1.03,8.65,6.94,135.27,150.59,6.67,123.67,132.99,78.95,68.13,3.308,51.91,1.173,53.07,0.29,41.68,0.106,0.097,907.6,none,Normal,0
1000,2025-01-04 11:15:00,CAL-002,Reactor-Line-A,chemical_processing,BATCH-3820,25.01,44.75,110.31,141.0,138.22,2.78,7.98,5.58,141.48,144.43,5.73,98.94,110.57,115.79,61.81,3.241,50.98,2.661,59.45,2.87,45.03,0.114,0.225,661.4,none,Normal,0
1001,2025-01-04 11:20:00,CAL-021,Reactor-Line-B,chemical_processing,BATCH-5608,25.3,61.03,102.64,121.85,119.31,2.54,6.24,4.31,129.33,144.51,6.73,110.44,120.18,87.51,50.74,3.305,37.86,0.593,51.94,1.47,34.28,0.094,0.175,866.3,none,Normal,0
1002,2025-01-04 11:25:00,CAL-030,Reactor-Line-A,thermal_manufacturing,BATCH-6246,25.86,55.01,111.69,181.7,178.64,3.06,9.31,5.95,184.94,192.86,18.1,164.52,176.53,78.32,67.25,3.331,50.57,2.037,53.47,2.42,46.27,0.213,0.234,856.0,none,Normal,0
1003,2025-01-04 11:30:00,CAL-019,Materials-QC,polymer_curing,BATCH-4425,27.38,55.38,106.64,135.47,132.21,3.26,9.64,5.54,137.41,147.62,3.13,122.27,134.54,64.76,65.76,3.257,52.55,0,34.94,0.99,51.04,0.15,0.14,910.1,none,Normal,0
1004,2025-01-04 11:35:00,CAL-017,Thermal-Manufacturing,energy_storage_testing,BATCH-1857,26.52,46.65,143.69,84.19,78.94,5.25,13.0,2.49,93.57,132.27,23.68,62.62,83.79,113.37,54.92,3.251,66.16,2.228,80.03,1.89,42.21,0.267,0.417,543.2,minor_phase_transition_shift,Warning,1
1005,2025-01-04 11:40:00,CAL-028,Reactor-Line-A,thermal_manufacturing,BATCH-3308,26.74,59.87,173.9,210.67,203.29,7.38,18.13,2.77,224.12,294.82,30.59,163.97,187.86,165.08,45.93,3.21,77.64,4.631,108.86,7.21,82.02,0.527,0.786,128.5,heat_dissipation_failure,Critical,1
1006,2025-01-04 11:45:00,CAL-029,Reactor-Line-B,polymer_curing,BATCH-8307,26.08,46.51,169.69,160.76,156.15,4.61,13.77,5.0,167.56,208.19,29.71,126.81,146.0,150.29,25.85,3.175,67.19,2.317,78.96,3.92,81.55,0.336,0.524,134.3,sensor_drift,Warning,1
1007,2025-01-04 11:50:00,CAL-014,Reactor-Line-B,polymer_curing,BATCH-6453,27.97,69.68,136.85,152.91,148.81,4.1,12.53,5.81,157.23,174.02,28.49,119.34,137.83,98.95,62.99,3.331,46.66,1.215,71.06,3.15,56.9,0.326,0.31,861.6,minor_phase_transition_shift,Warning,1
1008,2025-01-04 11:55:00,CAL-015,Reactor-Line-A,polymer_curing,BATCH-6493,29.37,65.25,108.37,131.52,128.33,3.19,9.03,4.48,136.74,148.05,20.56,124.8,140.48,86.4,75.88,3.256,50.93,0.787,35.06,1.25,50.98,0.188,0.237,779.1,none,Normal,0
1009,2025-01-04 12:00:00,CAL-007,Reactor-Line-A,chemical_processing,BATCH-3130,26.41,41.68,70.6,128.25,127.47,0.78,8.85,6.77,131.64,149.36,9.27,101.11,117.86,57.53,68.89,3.274,51.31,0.576,59.21,3.23,53.08,0.166,0.243,900.9,none,Normal,0
1010,2025-01-04 12:05:00,CAL-005,Reactor-Line-A,energy_storage_testing,BATCH-9573,27.17,59.53,138.18,90.82,84.8,6.02,10.1,3.8,93.88,116.46,4.03,58.26,81.42,115.57,64.67,3.253,65.52,2.625,70.27,5.17,60.38,0.239,0.362,468.7,incipient_overheating,Warning,1
1011,2025-01-04 12:10:00,CAL-029,Polymer-Unit,chemical_processing,BATCH-3745,31.34,52.07,98.56,130.49,128.94,1.55,8.36,3.96,135.02,139.39,5.71,98.92,113.14,70.52,63.19,3.259,48.14,0.775,13.16,0.8,39.19,0,0.091,885.0,none,Normal,0
1012,2025-01-04 12:15:00,CAL-009,Polymer-Unit,chemical_processing,BATCH-1118,28.07,52.39,99.1,134.74,132.38,2.36,12.07,4.18,142.84,155.02,6.18,103.54,116.19,100.79,53.98,3.232,56.51,1.074,41.46,0.42,55.72,0.182,0.154,855.3,none,Normal,0
1013,2025-01-04 12:20:00,CAL-019,Polymer-Unit,energy_storage_testing,BATCH-1997,29.7,45.55,227.16,128.02,118.44,9.58,14.3,3.4,137.16,172.16,19.01,67.25,91.67,185.14,43.38,3.199,86.33,3.282,92.43,5.4,53.94,0.507,0.576,277.1,phase_transition_irregularity,Critical,1
1014,2025-01-04 12:25:00,CAL-010,Reactor-Line-A,chemical_processing,BATCH-7808,27.18,53.18,91.49,125.12,121.8,3.32,9.99,4.7,130.73,139.44,0,102.01,118.76,89.18,59.78,3.267,58.41,1.236,56.75,1.31,43.38,0.088,0.156,872.1,none,Normal,0
1015,2025-01-04 12:30:00,CAL-006,Materials-QC,chemical_processing,BATCH-3671,26.13,58.61,99.56,127.4,124.65,2.75,8.22,6.25,134.68,148.59,16.46,105.51,115.87,89.75,70.35,3.277,58.73,1.986,52.56,1.6,50.83,0.222,0.294,839.4,none,Normal,0
1016,2025-01-04 12:35:00,CAL-019,Materials-QC,chemical_processing,BATCH-2922,33.02,36.2,136.89,132.89,130.35,2.54,10.86,6.2,135.29,148.71,25.49,100.34,119.07,116.28,65.69,3.273,57.48,1.52,54.42,4.41,47.85,0.258,0.355,802.9,none,Normal,0
1017,2025-01-04 12:40:00,CAL-016,Reactor-Line-B,thermal_manufacturing,BATCH-8549,25.18,58.21,91.31,180.42,179.08,1.34,6.71,6.46,181.51,185.39,7.53,160.37,171.65,55.12,82.35,3.271,56.38,0.899,35.54,0,40.98,0.073,0.11,784.2,none,Normal,0
1018,2025-01-04 12:45:00,CAL-027,Battery-Lab,chemical_processing,BATCH-4674,31.17,50.69,91.87,128.44,122.86,5.58,13.42,6.98,138.65,151.09,17.29,99.42,109.63,101.68,72.91,3.291,57.58,1.947,53.38,1.93,46.56,0.323,0.241,718.9,none,Normal,0
1019,2025-01-04 12:50:00,CAL-011,Reactor-Line-B,chemical_processing,BATCH-4350,29.68,60.43,110.62,132.54,131.93,0.61,10.51,5.12,132.73,148.47,16.13,104.7,117.05,107.3,58.5,3.324,50.15,1.636,46.78,2.33,50.41,0.158,0.209,840.6,none,Normal,0
1020,2025-01-04 12:55:00,CAL-010,Thermal-Manufacturing,chemical_processing,BATCH-5104,27.7,60.52,124.28,136.4,130.76,5.64,9.49,4.49,136.74,149.13,15.25,103.7,121.62,85.31,66.22,3.269,56.82,0.97,62.05,1.6,47.54,0.195,0.26,731.7,none,Normal,0
1021,2025-01-04 13:00:00,CAL-026,Reactor-Line-A,energy_storage_testing,BATCH-5957,28.55,64.06,168.37,98.45,92.2,6.25,16.8,3.16,101.87,138.12,21.86,58.82,78.75,134.18,66.57,3.253,69.03,3.5,79.58,5.82,68.67,0.331,0.59,436.5,minor_phase_transition_shift,Warning,1
1022,2025-01-04 13:05:00,CAL-019,Battery-Lab,thermal_manufacturing,BATCH-1563,28.38,43.1,85.76,181.02,179.47,1.55,7.19,4.82,183.37,202.5,14.25,168.13,185.09,107.97,56.89,3.265,54.79,1.445,37.91,4.19,45.75,0.055,0.343,942.2,none,Normal,0
1023,2025-01-04 13:10:00,CAL-008,Polymer-Unit,polymer_curing,BATCH-9012,31.13,43.31,121.17,160.62,158.37,2.25,10.71,5.98,167.04,170.87,4.33,126.6,136.23,78.14,68.89,3.294,47.05,1.047,51.08,2.2,56.57,0.166,0.123,925.0,none,Normal,0
1024,2025-01-04 13:15:00,CAL-014,Reactor-Line-A,polymer_curing,BATCH-2255,24.79,52.17,90.23,139.77,136.12,3.65,7.95,6.81,139.28,162.36,5.94,123.48,139.65,57.09,68.38,3.313,55.43,0.742,60.37,1.29,57.75,0.186,0.256,727.4,none,Normal,0
1025,2025-01-04 13:20:00,CAL-025,Reactor-Line-A,material_characterization,BATCH-8200,30.14,47.51,242.87,123.47,113.08,10.39,18.58,2.87,133.52,167.48,40.42,88.07,108.89,211.31,32.52,3.154,75.37,5.862,120.29,7.28,85.41,0.524,0.808,1,phase_transition_irregularity,Critical,1
1026,2025-01-04 13:25:00,CAL-001,Reactor-Line-A,thermal_manufacturing,BATCH-9117,25.68,47.73,143.2,192.86,188.24,4.62,13.15,3.51,192.3,220.95,19.23,161.55,180.32,84.48,53.49,3.263,60.31,1.816,48.14,3.07,64.2,0.223,0.404,763.6,incipient_overheating,Warning,1
1027,2025-01-04 13:30:00,CAL-029,Battery-Lab,thermal_manufacturing,BATCH-3316,28.45,46.61,142.05,208.04,202.65,5.39,12.53,3.53,212.71,244.95,27.17,162.86,186.56,127.79,45.99,3.21,64.73,3.089,89.11,4.7,75.43,0.317,0.51,610.8,reduced_heat_dissipation,Warning,1
1028,2025-01-04 13:35:00,CAL-002,Battery-Lab,energy_storage_testing,BATCH-7737,26.57,47.74,83.72,87.33,84.25,3.08,8.77,3.28,89.91,107.57,5.63,57.73,73.14,88.96,59.86,3.296,52.32,1.5,41.53,1.64,41.55,0.165,0.192,873.2,none,Normal,0
1029,2025-01-04 13:40:00,CAL-025,Battery-Lab,material_characterization,BATCH-2302,28.54,54.93,106.26,99.0,95.49,3.51,9.31,5.5,102.37,111.21,6.17,78.25,93.65,102.47,76.52,3.254,52.91,0.946,32.79,0.73,37.74,0.232,0.123,962.5,none,Normal,0
1030,2025-01-04 13:45:00,CAL-008,Polymer-Unit,thermal_manufacturing,BATCH-5185,31.84,54.39,216.79,224.21,215.57,8.64,17.02,4.79,233.42,295.18,44.45,170.57,190.25,142.41,35.18,3.195,82.41,4.886,118.38,7.75,57.29,0.579,0.888,228.8,phase_transition_irregularity,Critical,1
1031,2025-01-04 13:50:00,CAL-008,Materials-QC,polymer_curing,BATCH-8726,27.75,46.72,207.78,182.68,176.86,5.82,15.34,2.08,191.2,217.21,18.29,129.9,151.79,141.66,28.79,3.249,78.31,4.358,118.61,6.1,71.54,0.406,0.539,181.8,severe_overheating,Critical,1
1032,2025-01-04 13:55:00,CAL-007,Polymer-Unit,material_characterization,BATCH-1315,27.95,44.85,144.12,98.16,93.78,4.38,8.47,5.45,105.24,122.52,19.92,72.08,84.88,129.27,55.46,3.316,53.02,1.974,62.51,1.95,44.57,0.144,0.284,714.9,none,Normal,0
1033,2025-01-04 14:00:00,CAL-027,Reactor-Line-A,polymer_curing,BATCH-6795,28.2,53.74,168.83,165.57,161.15,4.42,9.98,6.14,167.34,210.45,29.75,124.87,143.63,67.73,50.81,3.256,53.64,2.352,71.01,3.76,60.07,0.24,0.538,678.4,reduced_heat_dissipation,Warning,1
1034,2025-01-04 14:05:00,CAL-024,Materials-QC,thermal_manufacturing,BATCH-8969,30.14,62.72,168.03,209.07,206.87,2.2,15.81,5.22,212.53,230.83,22.63,167.99,191.14,152.43,57.48,3.25,80.96,3.01,65.78,3.7,76.97,0.389,0.41,585.4,incipient_overheating,Warning,1
1035,2025-01-04 14:10:00,CAL-029,Thermal-Manufacturing,energy_storage_testing,BATCH-6134,27.25,47.69,147.67,93.03,89.32,3.71,10.49,3.5,96.51,111.88,24.31,62.14,81.79,155.76,43.55,3.192,56.49,1.847,82.99,3.71,71.47,0.403,0.36,532.0,minor_phase_transition_shift,Warning,1
1036,2025-01-04 14:15:00,CAL-015,Reactor-Line-A,thermal_manufacturing,BATCH-5548,28.66,64.63,150.02,189.91,183.55,6.36,11.28,5.93,191.77,210.34,12.11,162.09,179.85,114.23,60.6,3.278,48.17,1.348,47.81,3.69,43.83,0.298,0.316,905.3,none,Normal,0
1037,2025-01-04 14:20:00,CAL-025,Thermal-Manufacturing,thermal_manufacturing,BATCH-9955,29.34,85,113.54,193.05,190.34,2.71,12.67,4.07,196.5,236.98,34.65,168.78,185.14,120.46,54.12,3.257,66.08,3.148,63.41,4.2,62.08,0.428,0.568,302.2,minor_phase_transition_shift,Warning,1
1038,2025-01-04 14:25:00,CAL-019,Reactor-Line-A,thermal_manufacturing,BATCH-7702,29.91,58.76,122.86,209.14,201.82,7.32,11.43,4.4,205.49,216.68,14.32,165.55,178.51,150.68,30.39,3.239,62.61,2.562,85.47,3.75,58.15,0.266,0.374,409.6,incipient_overheating,Warning,1
1039,2025-01-04 14:30:00,CAL-001,Polymer-Unit,chemical_processing,BATCH-5029,25.22,50.2,108.08,128.5,128.19,0.31,8.48,5.77,128.67,148.97,20.34,106.1,116.67,157.05,68.22,3.294,51.06,0.971,53.92,1.32,39.32,0.127,0.252,678.5,none,Normal,0
1040,2025-01-04 14:35:00,CAL-022,Reactor-Line-B,thermal_manufacturing,BATCH-7714,28.56,55.63,134.06,179.33,175.89,3.44,10.17,5.72,180.59,198.75,12.51,168.63,180.16,97.52,50.99,3.288,46.84,1.731,78.34,2.32,57.59,0.2,0.287,594.6,none,Normal,0
1041,2025-01-04 14:40:00,CAL-002,Reactor-Line-B,polymer_curing,BATCH-3941,28.12,57.91,136.22,158.3,155.57,2.73,10.56,6.18,168.72,192.14,14.81,130.36,146.35,108.61,27.06,3.22,58.79,1.855,75.71,2.45,46.71,0.267,0.342,727.5,none,Normal,0
1042,2025-01-04 14:45:00,CAL-015,Polymer-Unit,polymer_curing,BATCH-7030,28.26,42.25,84.03,141.51,140.25,1.26,11.87,5.94,140.73,160.97,9.71,127.27,140.94,57.06,69.34,3.305,45.06,1.197,44.91,1.89,57.2,0.091,0.257,1037.6,none,Normal,0
1043,2025-01-04 14:50:00,CAL-017,Reactor-Line-B,polymer_curing,BATCH-3290,27.55,55.03,179.52,160.49,152.79,7.7,14.97,4.29,170.8,202.06,13.22,125.97,145.16,123.57,41.22,3.225,64.72,3.634,77.16,3.8,65.74,0.385,0.593,410.8,minor_phase_transition_shift,Warning,1
1044,2025-01-04 14:55:00,CAL-021,Materials-QC,thermal_manufacturing,BATCH-4449,28.35,36.95,115.95,169.89,165.92,3.97,11.05,4.78,176.11,188.49,1.33,164.14,178.81,57.24,53.24,3.34,46.18,0.687,32.82,2.08,29.46,0.094,0.14,813.4,none,Normal,0
1045,2025-01-04 15:00:00,CAL-012,Thermal-Manufacturing,material_characterization,BATCH-6032,28.99,58.02,120.57,100.89,98.85,2.04,12.97,5.71,106.96,118.79,24.14,76.24,88.85,54.21,40.45,3.246,50.1,1.479,60.61,2.13,46.51,0.226,0.267,750.6,none,Normal,0
1046,2025-01-04 15:05:00,CAL-020,Polymer-Unit,thermal_manufacturing,BATCH-8679,29.15,55.76,215.01,215.93,208.55,7.38,18.78,3.97,225.39,242.16,31.53,168.72,190.72,173.1,36.92,3.203,76.24,5.208,80.81,7.42,68.68,0.409,0.654,95.3,phase_transition_irregularity,Critical,1
1047,2025-01-04 15:10:00,CAL-021,Polymer-Unit,energy_storage_testing,BATCH-5876,30.14,40.23,103.76,72.8,70.81,1.99,11.72,4.71,79.15,92.3,9.2,55.96,69.32,103.09,74.7,3.293,52.81,0.803,61.39,1.6,58.96,0.118,0.221,902.0,none,Normal,0
1048,2025-01-04 15:15:00,CAL-020,Battery-Lab,thermal_manufacturing,BATCH-6518,29.2,49.3,160.57,211.34,203.81,7.53,13.77,4.98,218.43,247.59,22.33,167.35,188.91,161.24,42.09,3.209,69.49,2.787,114.89,4.78,63.62,0.447,0.524,1,phase_transition_irregularity,Critical,1
1049,2025-01-04 15:20:00,CAL-012,Thermal-Manufacturing,polymer_curing,BATCH-8556,29.63,69.53,94.26,154.73,148.45,6.28,10.8,5.07,157.78,172.84,11.94,124.54,139.95,79.33,59.36,3.249,52.3,1.638,52.39,0,57.14,0.167,0.214,732.9,none,Normal,0
1050,2025-01-04 15:25:00,CAL-025,Materials-QC,thermal_manufacturing,BATCH-4239,31.82,49.57,150.1,196.6,192.78,3.82,16.1,5.16,200.67,215.47,3.12,165.18,181.31,191.84,49.48,3.207,59.06,2.115,82.26,3.94,53.49,0.293,0.313,610.7,reduced_heat_dissipation,Warning,1
1051,2025-01-04 15:30:00,CAL-019,Battery-Lab,material_characterization,BATCH-9089,25.21,51.15,169.03,133.08,128.89,4.19,9.43,3.77,142.75,157.98,21.45,78.27,98.82,169.3,49.63,3.193,70.26,2.776,87.86,5.41,67.06,0.319,0.393,525.6,minor_phase_transition_shift,Warning,1
1052,2025-01-04 15:35:00,CAL-027,Battery-Lab,material_characterization,BATCH-1711,27.12,48.64,104.09,105.32,101.88,3.44,8.75,6.15,114.01,129.56,2.16,73.27,84.41,99.9,57.4,3.261,49.19,1.456,47.58,0.6,46.18,0.192,0.123,1094.2,none,Normal,0
1053,2025-01-04 15:40:00,CAL-006,Reactor-Line-A,material_characterization,BATCH-7371,27.01,50.81,104.41,93.29,91.27,2.02,7.32,5.52,98.92,115.51,2.54,80.61,94.69,80.75,76.54,3.233,53.32,1.41,54.39,1.45,46.09,0.158,0.23,1032.6,none,Normal,0
